pair_id,chain_length,subject,target,ctrl_top1_decoded,contr_top1_decoded,kl_ctrl_to_contr,kl_contr_to_ctrl,jsd,hellinger,fisher_rao,total_variation,bhattacharyya_coef,ctrl_top1_id,contr_top1_id,same_top1_token,p_ctrl_top1_prob,p_contr_top1_prob
0,2,Rell1762,vask, Answer, Let,0.07423537969589233,0.077149398624897,0.01873552519828081,0.13721593644644295,0.3887168149153107,0.17460954189300537,0.9811717867851257,21806,6771,False,0.3336032032966614,0.21336695551872253
1,2,Tovin4617,zenith, Answer, Answer,0.0390971302986145,0.04065669700503349,0.009800413623452187,0.09940331781326596,0.2813870648125884,0.11092089116573334,0.9901189804077148,21806,21806,True,0.31976115703582764,0.21911685168743134
2,2,Tovin0112,glorp, Answer, Let,0.07955582439899445,0.07872999459505081,0.019560210406780243,0.14025554869040313,0.397355808842415,0.165911465883255,0.980328381061554,21806,6771,False,0.3162800371646881,0.20823541283607483
3,2,Sema5924,quorin, Answer, Answer,0.038889847695827484,0.041356030851602554,0.009919438511133194,0.09986873594651964,0.28270674539424545,0.11698395758867264,0.9900262355804443,21806,21806,True,0.407696008682251,0.3165842294692993
4,2,Pavo1506,vask, Answer, Answer,0.06815643608570099,0.07128359377384186,0.017245114780962467,0.13166764432004932,0.3729524693235366,0.1640152484178543,0.982663631439209,21806,21806,True,0.39080628752708435,0.25955578684806824
5,2,Drax4555,prax, Answer, Let,0.12037619948387146,0.12024500966072083,0.02961356472223997,0.17274376907925446,0.48981637782081133,0.22274665534496307,0.9701595902442932,21806,6771,False,0.44846442341804504,0.2512802183628082
6,2,Rell1137,krel, Answer, Let,0.09405076503753662,0.09262239933013916,0.023015104234218597,0.15222280543200914,0.43138686297091644,0.18515507876873016,0.9768282175064087,21806,6771,False,0.3462713360786438,0.21915917098522186
7,2,Sema3595,vask, Answer, Answer,0.07607824355363846,0.07805898040533066,0.019064921885728836,0.13843699160239253,0.3921869998945561,0.1746295839548111,0.9808351993560791,21806,21806,True,0.3762817680835724,0.23758293688297272
8,2,Rima1753,blen, Answer, Answer,0.04045262187719345,0.042389653623104095,0.010287867859005928,0.10159389304107293,0.2875986518994914,0.12743425369262695,0.989678680896759,21806,21806,True,0.3626645505428314,0.2918430268764496
9,2,Rell2864,dorin, Answer, Let,0.06929047405719757,0.06952625513076782,0.017141303047537804,0.1313167947015107,0.3719557992343008,0.15972216427326202,0.9827558994293213,21806,6771,False,0.34126144647598267,0.2104358971118927
10,2,Drax1483,thalen, Answer, Answer,0.043625928461551666,0.04640642926096916,0.011159779038280249,0.10585966778816752,0.29969667485701534,0.1294749230146408,0.9887937307357788,21806,21806,True,0.4051632583141327,0.309652715921402
11,2,Tovin5158,virel, Answer, Answer,0.060434337705373764,0.060626834630966187,0.015007337555289268,0.12275661565662961,0.3476456384828092,0.15595684945583344,0.9849308133125305,21806,21806,True,0.3798946440219879,0.25224995613098145
12,2,Sema5767,valen, Answer, Answer,0.02695811353623867,0.0267022754997015,0.006652632262557745,0.08172623375783765,0.23128555148310895,0.10349395871162415,0.9933208227157593,21806,21806,True,0.359846830368042,0.2669507563114166
13,2,Flib4081,quorin, Answer, Answer,0.12073329836130142,0.1331200748682022,0.031072650104761124,0.17718353428515118,0.5024711570024359,0.21168139576911926,0.9686059951782227,21806,21806,True,0.451616108417511,0.2718295454978943
14,2,Sema5743,virel, Answer, Answer,0.07034189254045486,0.07503510266542435,0.01796699780970812,0.1344184273030778,0.38076751912713924,0.1654977649450302,0.9819316864013672,21806,21806,True,0.3568665385246277,0.24809198081493378
15,2,Mela7972,mordin, Answer, Answer,0.058762580156326294,0.06336458772420883,0.015073155052959919,0.12315460817277879,0.34877561016739256,0.15320788323879242,0.9848329424858093,21806,21806,True,0.3999731242656708,0.29471227526664734
16,2,Drax2088,glorp, Answer, Let,0.11161678284406662,0.10760558396577835,0.02701637241989374,0.16494621960949682,0.4676026588928221,0.20914706587791443,0.9727927446365356,21806,6771,False,0.3609035909175873,0.24637064337730408
17,2,Varn1409,nuvin, Answer, Answer,0.025014270097017288,0.02655712515115738,0.006376665085554123,0.08006472591787042,0.22657839004823147,0.09820312261581421,0.9935896396636963,21806,21806,True,0.3125261962413788,0.265946626663208
18,2,Drax1386,zenith, Answer, Answer,0.04885595664381981,0.05232091620564461,0.0124021265655756,0.11188461688600243,0.31678854085678465,0.13236165046691895,0.9874818325042725,21806,21806,True,0.42831337451934814,0.2991718351840973
19,2,Luni1482,seral, Answer, Answer,0.019474150612950325,0.02049602009356022,0.0049356522504240274,0.07046027020439682,0.1993742828402765,0.08129342645406723,0.9950353503227234,21806,21806,True,0.34632372856140137,0.283416211605072
20,2,Kiro9323,valen, Answer, Answer,0.038772743195295334,0.04114952310919762,0.00991973839700222,0.0997728987680661,0.28243499914064707,0.1264888495206833,0.9900453686714172,21806,21806,True,0.4129125773906708,0.32073259353637695
21,2,Luni7018,melta, Answer, Answer,0.07340015470981598,0.07538804411888123,0.018407417461276054,0.1360222650842991,0.38532473715557786,0.1759091317653656,0.9814979434013367,21806,21806,True,0.401075541973114,0.2581138014793396
22,2,Nara0640,blen, Answer, Answer,0.04585898667573929,0.04712595418095589,0.011558896861970425,0.10766047941406928,0.304804715449894,0.14505621790885925,0.9884092211723328,21806,21806,True,0.38734203577041626,0.2844356596469879
23,2,Rell8357,trune, Answer, Let,0.08902325481176376,0.09719835966825485,0.022871368564665318,0.15189334115004474,0.4304495635274964,0.18026797473430634,0.9769284129142761,21806,6771,False,0.3074660003185272,0.26669079065322876
24,2,Luni5475,mordin, Answer, Answer,0.008231918327510357,0.00793779268860817,0.0019998399075120687,0.04483488201222402,0.1268334488357281,0.046186432242393494,0.99798983335495,21806,21806,True,0.27259984612464905,0.28511735796928406
25,5,Rell1301,zenith, Answer, Answer,0.0467609204351902,0.04608619585633278,0.011496347840875387,0.10747207855633932,0.3042702892155518,0.13317173719406128,0.98844975233078,21806,21806,True,0.3685477077960968,0.2469300478696823
26,5,Drax3567,torin, Answer, Alright,0.06272176653146744,0.062199536710977554,0.015500218607485294,0.12472910136844541,0.3532461514093186,0.1631801873445511,0.9844426512718201,21806,97593,False,0.28459304571151733,0.23881374299526215
27,5,Luni1266,quorin, Answer, Answer,0.045387960970401764,0.04895749315619469,0.011664730962365866,0.10829611407887617,0.3066078252301031,0.12724225223064423,0.988271951675415,21806,21806,True,0.4010084867477417,0.344174325466156
28,5,Kiro4819,trune, Answer, Answer,0.06856878101825714,0.07307883352041245,0.017509350553154945,0.13268857672133644,0.37585279802062255,0.16127799451351166,0.982393741607666,21806,21806,True,0.3815680742263794,0.26369982957839966
29,5,Nara4222,mordin, Answer, Let,0.14740115404129028,0.15468616783618927,0.03708567097783089,0.1934402758964578,0.5488523494711792,0.24292972683906555,0.9625808596611023,21806,6771,False,0.38611647486686707,0.2126646339893341
30,5,Varn4618,sorin, Answer, Answer,0.055568598210811615,0.054383572190999985,0.013637641444802284,0.1170052700975081,0.3313196022448531,0.15036077797412872,0.9863097667694092,21806,21806,True,0.3873901069164276,0.25533369183540344
31,5,Drax1476,krel, Answer, Let,0.11215894669294357,0.11129028350114822,0.027566736564040184,0.16657530744313268,0.4722423966919365,0.20986148715019226,0.9722526669502258,21806,6771,False,0.3857487142086029,0.24168740212917328
32,5,Varn0290,trune, Answer," 

",0.11849861592054367,0.11965140700340271,0.029322008602321148,0.17188054856100737,0.4873564937762972,0.22098077833652496,0.9704570770263672,21806,4710,False,0.3761240839958191,0.20582236349582672
33,5,Mela2729,dravan, Answer, Let,0.1205732449889183,0.11713521927595139,0.02925330400466919,0.17169630992214524,0.48683150051391616,0.2180141806602478,0.9705203771591187,21806,6771,False,0.3506155014038086,0.23291535675525665
34,5,Flib1960,melta, Answer," 

",0.05269274860620499,0.055349674075841904,0.013378575444221497,0.11593595395766777,0.3282848098387102,0.13856899738311768,0.9865588545799255,21806,4710,False,0.29889991879463196,0.20697033405303955
35,5,Tovin3093,krel, Answer, Answer,0.08355932682752609,0.08278802037239075,0.02056673727929592,0.14380172959721363,0.40743689393748056,0.18060356378555298,0.9793210625648499,21806,21806,True,0.35594478249549866,0.2135675549507141
36,5,Flib2389,quorin, Answer, Let,0.11159605532884598,0.1095212996006012,0.02722245827317238,0.165616621849195,0.46951192694483057,0.20105130970478058,0.9725711345672607,21806,6771,False,0.3428201973438263,0.2071002870798111
37,5,Tovin0726,quorin, Answer, Answer,0.08127928525209427,0.08831861615180969,0.020918370224535465,0.1451121846667723,0.4111629101631938,0.18195457756519318,0.9789424538612366,21806,21806,True,0.4768142104148865,0.3234468102455139
38,5,Luni1160,blen, Answer, Answer,0.03165358304977417,0.0329756960272789,0.008019549306482077,0.08971362434608551,0.2539189494303513,0.1110263392329216,0.9919514656066895,21806,21806,True,0.30604878067970276,0.2580565810203552
39,5,Varn9208,sorin, Answer, Answer,0.04373905435204506,0.04331938549876213,0.01079894881695509,0.10411445580774117,0.294746811088415,0.12767647206783295,0.9891601800918579,21806,21806,True,0.3474887013435364,0.23649975657463074
40,5,Varn5620,virel, Answer, Alright,0.12041274458169937,0.11099869757890701,0.02844585943967104,0.16935829446199607,0.48016998757639484,0.2176385074853897,0.9713177680969238,21806,97593,False,0.29383039474487305,0.22692090272903442
41,5,Luni9313,thalen," 
", Answer,0.041493967175483704,0.04342622682452202,0.010523862671107054,0.10280639676701563,0.2910371207770712,0.1151033341884613,0.989430844783783,715,21806,False,0.25849080085754395,0.2362097054719925
42,5,Pavo6990,melta, Answer, Alright,0.0777345821261406,0.0754428505897522,0.018916601315140724,0.13795111952877345,0.3908061375332399,0.16544997692108154,0.9809694886207581,21806,97593,False,0.26842883229255676,0.24603144824504852
43,5,Mela5935,jorin, Answer, Answer,0.03504657372832298,0.03500824794173241,0.00869608111679554,0.09341306539145174,0.26440455236395677,0.11539531499147415,0.9912739992141724,21806,21806,True,0.2778424024581909,0.19263498485088348
44,5,Kiro8778,mordin, Answer, Answer,0.07795845717191696,0.07978274673223495,0.019525881856679916,0.1400750320186711,0.39684270421876283,0.17738744616508484,0.9803789854049683,21806,21806,True,0.34345024824142456,0.21883167326450348
45,5,Flib1808,dravan," 
", Answer,0.049449849873781204,0.05116427689790726,0.012450975831598043,0.11186250627538782,0.31672580600537276,0.12467429786920547,0.9874867796897888,715,21806,False,0.24415920674800873,0.22792358696460724
46,5,Drax8825,krel, Answer, Alright,0.10005013644695282,0.09627355635166168,0.024234960786998272,0.1561609014154628,0.4425922859553909,0.2045777291059494,0.9756137728691101,21806,97593,False,0.3439028859138489,0.21282069385051727
47,5,Tovin6647,glorp, Answer, Answer,0.09215336292982101,0.08910977840423584,0.022357817739248276,0.15001900075732513,0.42511766538223367,0.18483495712280273,0.9774942994117737,21806,21806,True,0.35392045974731445,0.1959621161222458
48,5,Tovin5446,dravan, Answer, Let,0.08225185424089432,0.07989060878753662,0.020051322877407074,0.14198115540770107,0.4022610442915807,0.18159259855747223,0.9798413515090942,21806,6771,False,0.3410889208316803,0.19685891270637512
49,5,Nara0970,krel, Answer, Answer,0.10823763906955719,0.10721215605735779,0.026547097600996494,0.16351171409570292,0.4635176263989041,0.21117889881134033,0.9732639193534851,21806,21806,True,0.3914443850517273,0.2165280282497406
