sample_id,contradiction,chain_length,next_token_id,next_token_decoded,dh_pre_l2,dh_post_l2,dh_jn_l2,cos_dh_pre_post,cos_dh_jn_post,cos_fisher_raw_top1,nr_fisher_pre_r1,nr_fisher_post_r1,nr_fisher_jn_r1,nr_raw_pre_r1,nr_raw_post_r1,nr_raw_jn_r1,nr_fisher_pre_r2,nr_fisher_post_r2,nr_fisher_jn_r2,nr_raw_pre_r2,nr_raw_post_r2,nr_raw_jn_r2,nr_fisher_pre_r3,nr_fisher_post_r3,nr_fisher_jn_r3,nr_raw_pre_r3,nr_raw_post_r3,nr_raw_jn_r3,nr_fisher_pre_r4,nr_fisher_post_r4,nr_fisher_jn_r4,nr_raw_pre_r4,nr_raw_post_r4,nr_raw_jn_r4,nr_fisher_pre_r5,nr_fisher_post_r5,nr_fisher_jn_r5,nr_raw_pre_r5,nr_raw_post_r5,nr_raw_jn_r5,nr_fisher_pre_r8,nr_fisher_post_r8,nr_fisher_jn_r8,nr_raw_pre_r8,nr_raw_post_r8,nr_raw_jn_r8,nr_fisher_pre_r13,nr_fisher_post_r13,nr_fisher_jn_r13,nr_raw_pre_r13,nr_raw_post_r13,nr_raw_jn_r13,nr_fisher_pre_r16,nr_fisher_post_r16,nr_fisher_jn_r16,nr_raw_pre_r16,nr_raw_post_r16,nr_raw_jn_r16,nr_fisher_pre_r21,nr_fisher_post_r21,nr_fisher_jn_r21,nr_raw_pre_r21,nr_raw_post_r21,nr_raw_jn_r21,nr_fisher_pre_r32,nr_fisher_post_r32,nr_fisher_jn_r32,nr_raw_pre_r32,nr_raw_post_r32,nr_raw_jn_r32
0,False,5,21806, Answer,987.2411499023438,103.73844146728516,85.55607604980469,0.8047213554382324,0.9392710328102112,-0.2681427017817433,0.9987337241029474,0.999438624714019,0.9999699096757496,0.9998846030159388,0.9999982627932305,0.9999069500745574,0.9948581459541204,0.9984092713108706,0.9999664112825513,0.9978355431627999,0.9979530635551349,0.99866210223642,0.988727999961206,0.9958304217528975,0.9997550570680006,0.9976335449356629,0.9979525861391796,0.9986619595137769,0.9872664876512462,0.9952347655659759,0.9997375239324863,0.9973857042071057,0.997934770725049,0.9986394840244233,0.9871945526428172,0.9952108279279082,0.9997372692212475,0.9962381945042671,0.9978626856662038,0.998532143811618,0.984232360185497,0.9941560920247253,0.9992171278851337,0.9889258020468007,0.9925618539631428,0.9930710399751741,0.9821921001117124,0.993398037456444,0.9982350323352703,0.9864568820305102,0.9900521833985012,0.9891144259730518,0.981772598864021,0.993096037662191,0.9979640891626372,0.9839140169364898,0.9882021963787926,0.9879108968670494,0.9809923940402585,0.9923557322439186,0.9973203912572016,0.9821589847197895,0.9866825979021293,0.9869786183181563,0.9792767688346078,0.99042063607295,0.9953336735404227,0.9737692526180276,0.9798322091182379,0.9822256051394086
1,True,2,21806, Answer,1053.2237548828125,104.16846466064453,80.80402374267578,0.7882353663444519,0.9241626858711243,-0.48867595074117753,0.999892761041651,0.9997954011247212,0.9998877787110166,0.9997305063876082,0.9999133756176686,0.9999954372963686,0.9927963178231576,0.9970595406906471,0.9998382580882239,0.9985978450220547,0.9983406298594287,0.9990873164446664,0.9872623937519277,0.9945737230915938,0.9996147451436065,0.9984136236450405,0.998320280254948,0.9990816379101555,0.9859883013351054,0.9939573851243171,0.9995880882914657,0.9983523412724277,0.9982967265114421,0.9989316941443229,0.98594675176585,0.9939437822076168,0.999588014975183,0.9972496608556893,0.9982470125720448,0.9987609012545934,0.9821661186071738,0.9923021156979865,0.998971592982996,0.990378121452021,0.9936539056135407,0.9940728738310614,0.980393917795884,0.991722050487714,0.9985160604780674,0.987754240881769,0.9914464634000176,0.9906513711500231,0.9800726783899245,0.9914129320028441,0.9981135866855835,0.9852383183851531,0.9895567233129996,0.9897285683812548,0.9797320829037846,0.9910995748415484,0.9978072924954426,0.9837320393167605,0.9877641974595848,0.9887289072498248,0.974662438410793,0.9857276212949432,0.9939772603884796,0.9765873084170665,0.981959344814397,0.9846593924938707
2,False,2,21806, Answer,1074.001220703125,111.4769515991211,86.2553939819336,0.740595817565918,0.9297130107879639,0.13569430214097372,0.9969792021733777,0.998921348046884,0.9999948238911424,0.9998736988679758,0.9999978753467433,0.9999073865758309,0.9945746205774287,0.9985209817785573,0.9998994505468485,0.9987852833677134,0.9984028411599888,0.9990592912685305,0.9867695080263205,0.9955996089276555,0.9998512405652747,0.9987047910557952,0.9983934995237286,0.9990510522465167,0.9867404797218826,0.9955978434715625,0.9998304270081784,0.9987014887769315,0.9983022866112027,0.9988169913042494,0.9867084122895695,0.9955874014408145,0.9998303182271697,0.997599552358285,0.9982509422886431,0.9986807278399882,0.9841437340076417,0.9951739845184803,0.9992860175960595,0.9913575510887486,0.9931249332800456,0.9929392735849935,0.9818598622890824,0.9942052056869046,0.9986359146116933,0.9889546876101979,0.990218109536652,0.9884634301252481,0.9817418369227542,0.9939858475550889,0.9980068472390985,0.9867769803452248,0.9886175824157847,0.9875381041838357,0.9808331502641647,0.9931128760332419,0.9972795328993307,0.9853955157810728,0.9870246437440257,0.9863453671590106,0.977798914967509,0.9919931551284918,0.9968402493517802,0.9780500557790117,0.9807124229518773,0.9823304728390683
3,False,5,21806, Answer,1003.12353515625,107.0767822265625,85.08303833007812,0.7930893898010254,0.9296734929084778,0.21223895892315944,0.997952640959463,0.9991320660945978,0.9999791725964134,0.9998431682686194,0.9999903813293192,0.999965585569228,0.9949636448329422,0.9983848227933455,0.9999644426622015,0.9983741968009263,0.9981049614995879,0.9988198214983247,0.9886710857582846,0.9956692495152354,0.9997745114974793,0.9982810304016049,0.9981023193181696,0.9988175466995375,0.9863809373495328,0.9946841961205545,0.9997419713130479,0.9981658716946784,0.9980987974629315,0.9987120203408291,0.9863346875333431,0.9946683769191844,0.9997419395228296,0.9968329065184276,0.997963563200844,0.9986328645545164,0.9831487067961775,0.9934465750252085,0.9991595895090271,0.9902005107229368,0.993267606202481,0.9934793740209372,0.9808805743036744,0.9927708105396054,0.998511121683292,0.987750668655479,0.9908608642595852,0.9896631251687579,0.9802711535413717,0.9920706458486448,0.9976833479493197,0.9848575001795684,0.9886915922095465,0.9884024206076809,0.9795719741870828,0.991510412329081,0.9971792580609254,0.9829707263473687,0.986851364579078,0.9873839977034048,0.9784411573415075,0.9904326868270137,0.9963767719065091,0.9746893957819004,0.9802572137668871,0.9830455521433807
4,False,2,21806, Answer,1074.3697509765625,111.21102905273438,85.30630493164062,0.7579549551010132,0.9203531742095947,-0.1341344776065314,0.9971546602359915,0.9988640996331897,0.9999931839303452,0.9998891350453314,0.9999954612896443,0.999945494865897,0.9944425561716707,0.9982982819484261,0.999930765513572,0.9987585247088907,0.9983746830957534,0.9990987110783239,0.9877431558434533,0.9953890156718322,0.9998436074178767,0.9987096775632535,0.9983607208458322,0.9990821370182827,0.986954282911642,0.9950980455995897,0.9998425335547283,0.9986895210471808,0.9982996721907784,0.9988672653097391,0.9869164965123063,0.9950867681371326,0.9998422151179731,0.9973169956281426,0.9981450970647977,0.9987970519624042,0.9840287212686128,0.9940551707496927,0.9991391600138577,0.9908662456267445,0.9930734146916709,0.9932552085673404,0.9821546876690567,0.9933531779752782,0.9984557198382623,0.9881453233951034,0.9905759999227058,0.9895183394727943,0.9817223911632174,0.99293109300273,0.9978808295042568,0.9859873749371689,0.9888610524059644,0.9885651259041784,0.9812656733629139,0.9926545205388226,0.9974517680535049,0.9845915059752579,0.9872193700299439,0.9875263098088028,0.9779853846957993,0.9897455650097168,0.9954501540100865,0.9773498692848923,0.9809782947767502,0.9835876782606239
5,True,2,6771, Let,1013.0771484375,107.03601837158203,84.38375854492188,0.8912755250930786,0.9531987309455872,0.49416637426936105,0.9991586204060661,0.9996386934241092,0.9999035372199028,0.9996877557151644,0.9990049574544564,0.9992626241001531,0.9843291825206831,0.9852303294708148,0.9914084861712442,0.9988397075880461,0.9978576427555451,0.9981851110110027,0.984312923131653,0.9851955165034966,0.991384061231568,0.9984803868593369,0.9974733191642892,0.997707201418236,0.9832013592178345,0.983892563113929,0.9906708481242817,0.9972354343633554,0.9971111729542125,0.9975279869588016,0.9831393366991854,0.9838447923269862,0.9906435983257905,0.9961738203521164,0.9966157819475432,0.9974868626161393,0.9776908794185163,0.9768000428867016,0.9866058591264422,0.9896396402326859,0.9916455689723458,0.9937534043692161,0.9733830357345735,0.9718187411478139,0.982922918620377,0.9876515028764254,0.988460852592798,0.9916370941754052,0.972647600635613,0.970614617162408,0.9821469997283693,0.9861485064952965,0.9864446491297468,0.9901663593687899,0.9711295352825706,0.9686680702495201,0.980329273705613,0.9836426666207346,0.9839861780783652,0.9876965259772885,0.9639942750771737,0.9621289234024047,0.9757963825123048,0.9755728754336238,0.9778983621785459,0.9814967393676258
6,False,2,21806, Answer,1036.963134765625,112.23777770996094,89.6848373413086,0.7645955085754395,0.9283464550971985,0.14812033093420357,0.9973423503786949,0.9989945680117388,0.9999960506028844,0.9998917110418154,0.9999996445813001,0.9999247378873554,0.9951346434766623,0.9986231637975722,0.9998761687022796,0.9983221926609596,0.9982123808159523,0.9989661835783564,0.9891638016162144,0.9962550705668066,0.9998335051540002,0.9980660495856949,0.9982007066185349,0.9989633724655962,0.9880154184000234,0.9958773308935263,0.9998288393372979,0.9980163226747725,0.9981858790769658,0.998822962391384,0.9880069488613241,0.9958736446245432,0.999828817932379,0.9970979512138303,0.9981410266000931,0.9986999166093937,0.9852102221886025,0.9953851956153487,0.9991835130349227,0.9904379505774802,0.992775586924366,0.9928747475426858,0.9837279599719234,0.9946203416888136,0.9984010710691588,0.9878275239389742,0.9898735537591743,0.9886300508433882,0.9834239808228852,0.9944865029337068,0.9983122378101039,0.9852291184680565,0.9880655665148901,0.9877218459071979,0.9827937438400723,0.9938787762361905,0.997580831563884,0.9837744249096889,0.9865284388021869,0.9866581113479267,0.9799054140656535,0.9906571407538363,0.9945777270952075,0.9764662199941099,0.9802339890816087,0.9826003112678677
7,False,5,21806, Answer,1023.6389770507812,102.30935668945312,80.6546630859375,0.7724091410636902,0.9328482151031494,0.4514657696293245,0.9985708551434368,0.9996973076339706,0.9999913180441844,0.9998120208563647,0.9999810555071088,0.9999658787974658,0.9943003003507218,0.9983429353825166,0.9999899454198308,0.998202572105485,0.9979414598524771,0.9987486577138994,0.9898926782668167,0.9964151353374323,0.9998373039528027,0.998019858292907,0.9979294851933671,0.9987458487784849,0.9885363569155748,0.9959134293907687,0.999833129274232,0.9978696236664818,0.9979294272927651,0.9986670361420784,0.987447838462776,0.9954805094144271,0.9998197672237666,0.996687267353565,0.9978329979254763,0.9985578877352721,0.9834938535180495,0.9942582026438712,0.9991743910909558,0.9901650398064819,0.9929192787904924,0.993432005357691,0.9827649840325829,0.9939155922045134,0.9983452977647669,0.9872884678305603,0.9896424929860891,0.9888720670467015,0.9822479165974055,0.9933303401644539,0.9976761886305968,0.9845872102351765,0.9875320289529167,0.9876999024500768,0.9816421130073889,0.9928289452598604,0.9971123324205158,0.9827996503358015,0.9858100845609767,0.9867619296508269,0.9780488696685795,0.990334070950351,0.9948491901723182,0.9760441534569056,0.9798857296780441,0.9826916554367683
8,True,5,21806, Answer,1012.8660278320312,101.70140838623047,79.96263885498047,0.7947192192077637,0.9340031147003174,0.46441620726727595,0.9993459668168236,0.9999099601111343,0.999982530498075,0.9997496395266159,0.9999512694792851,0.9999868988014413,0.9897847298349578,0.9961930016953857,0.9997974305038831,0.9981331767412528,0.9981526134826522,0.9988894427798508,0.9888531543332084,0.9957197350912843,0.9996815357046355,0.9977886963163732,0.9980953228258069,0.998874414706212,0.9869784471030218,0.9949199742863558,0.9996435760003418,0.9973730685156192,0.9980620097378787,0.9988549203901472,0.986890966833867,0.9948937920484047,0.9996433691661777,0.9966365146864732,0.9980590257971873,0.9985869816647656,0.9830363512992374,0.993500970524301,0.9991203607868616,0.9898669418851386,0.9935908203583694,0.9941012764057116,0.9815562884990928,0.9930215633345434,0.9984171170411906,0.9872425326934129,0.9911978432861895,0.9904053441561445,0.9812268610726427,0.992728986988818,0.9982956017080028,0.9847589473238626,0.9895094067842648,0.9895229375004242,0.9808634751242319,0.9925048866082005,0.9980104560754413,0.9833387260351565,0.9881549654605266,0.9887285593321175,0.9757205486352112,0.9890562154770982,0.9961282231549368,0.9756157494808004,0.9818556452157592,0.9842033069178898
9,False,2,21806, Answer,1021.5606079101562,105.39749908447266,86.32870483398438,0.7912427186965942,0.9275312423706055,-0.17498210871180297,0.9979459488332867,0.9991442978814528,0.9999896000329115,0.9999380186606631,0.9999999580982983,0.999909861333995,0.9949356972515705,0.9984058102786257,0.9999563890141163,0.9982564364054648,0.9980937899794918,0.998869327989084,0.9895722465655351,0.9958918182513872,0.9998107232219703,0.9982118049278218,0.9980731277284659,0.9988372252880083,0.9882491559782524,0.9953988046269386,0.9998105238954488,0.9981355998276343,0.9980726456579978,0.9987528607567495,0.9882278163505441,0.9953904579837429,0.9998104924742005,0.9969864861488933,0.9979472019408505,0.9986675751048651,0.986244438760892,0.9950707523948532,0.9992630533038772,0.9898211202651446,0.9921710092748486,0.9928082012909474,0.9841474890227846,0.9939685074784251,0.9984787964884236,0.9871986613396676,0.9894130060675331,0.9886678019243343,0.9837545083226718,0.9935483028828042,0.9978839443685211,0.9848050537567264,0.987591341580306,0.9877378397090439,0.98331624803949,0.9931101744424095,0.9972274263353825,0.9835699858691588,0.9861996141388993,0.9867242357908436,0.9799372593873149,0.989567578730942,0.9944018162499957,0.9770554360964442,0.9804518786227433,0.9827818101976284
10,True,2,21806, Answer,1071.468505859375,104.52910614013672,80.46444702148438,0.7702085375785828,0.9297268390655518,-0.1798419113369079,0.9975256532011872,0.9989161882069728,0.9999486395369586,0.999756468018702,0.9999654479520019,0.9999753867278564,0.9932812219600409,0.9976868402009955,0.9999459617735031,0.9984283946098607,0.9981117703737735,0.9988595622680468,0.9872433175481515,0.994945990292743,0.999743345590788,0.998291320143575,0.9981084073003139,0.9988595621947457,0.9856852266928801,0.9941990257949727,0.9996281708319554,0.9981394393126173,0.9981084062750412,0.9987862124244796,0.9856097981019973,0.9941765481173398,0.9996277973335509,0.9971500620306017,0.9980774057864868,0.9985984855769455,0.9828562469307227,0.9935556334823751,0.9992444611676614,0.9905019904997985,0.9935607152440803,0.9938674724810902,0.9802499695344163,0.9922373814417987,0.9985381687430089,0.9876614701228114,0.9907587088044566,0.9897528594300307,0.9798725195258425,0.9920664485643644,0.9984803860302811,0.984968850572191,0.9886971928828792,0.9886982765428943,0.9794596943593971,0.9916471111498913,0.9980180177648071,0.9837024533756206,0.987130494211091,0.987660161000531,0.974936652983464,0.9862297332223214,0.9926218681919539,0.9771025414399975,0.9817563521550577,0.9839492640802275
11,True,5,21806, Answer,1039.007080078125,100.4074935913086,76.94902038574219,0.7971405982971191,0.9302480816841125,0.44665893048060545,0.9996857937725866,0.9996927615320017,0.9999056642303138,0.999721773240472,0.9998755721413127,0.9999999992784205,0.9945200075222306,0.9978618199170435,0.9998682542185044,0.9979311086458782,0.9975755650887679,0.9985186363340149,0.9874344591661488,0.9946964019156423,0.9995035304657408,0.9976018035242652,0.9974706094582219,0.9984673960169101,0.9858219295806188,0.9938753070517864,0.9994241714591882,0.9972350562923771,0.9974464162590119,0.9984395658312383,0.9856396469961266,0.9938279804475274,0.999422543791378,0.9961710902348003,0.9974008674054536,0.9982733711378619,0.981895214226001,0.9920855285478881,0.9986667251662761,0.9895048770351794,0.993133951083933,0.9940978340839962,0.9798531928389789,0.9915606192369025,0.9982272884840249,0.9867611559982148,0.9905875817864868,0.9903344775089001,0.979491920910461,0.9911586341681713,0.9978437927934614,0.9839505573179164,0.9882216269508852,0.9890127119079821,0.979215063173402,0.9909671357932599,0.9976406909681208,0.9824771792769575,0.9865753352703931,0.9881900407906499,0.9764707911590574,0.987865386503377,0.9944820089706157,0.97485242443892,0.980653029908549,0.9839584935039962
12,True,2,21806, Answer,1061.8602294921875,103.46408081054688,78.62820434570312,0.776537299156189,0.9236782789230347,0.21140007678710188,0.9974880196433078,0.9988237203304349,0.9999394390307956,0.9996684483400465,0.9999129279629206,0.9999949277232517,0.9947728825847115,0.9980959071778132,0.9999383531580163,0.998487400029795,0.9981798209354223,0.998965343474102,0.9853909784028644,0.9937177711137579,0.9995606869129704,0.998320144635127,0.9981576379624723,0.9989548838706184,0.9853650811221782,0.9937100581813195,0.9995549587658186,0.9982293237995015,0.9981339220166084,0.9988073497922832,0.9853558616876998,0.9937068299778583,0.9995547910143721,0.9972742754994101,0.9981203508310168,0.998563497609506,0.9815524944394243,0.9922794565661239,0.9990353115462824,0.9904246853170474,0.9932721298944884,0.9935700301184709,0.979914818469341,0.9917867440637241,0.9987898088847863,0.9871267713130433,0.9903041615664782,0.989470023068616,0.9796168036392287,0.9912069835100852,0.9979570115394785,0.9847294842141988,0.9885732905655572,0.9886445342435257,0.9792817796643413,0.9910856686739047,0.9978625751720509,0.9833594324378001,0.9868777362437287,0.9876434523481795,0.9743428825591139,0.9853012036843732,0.9925173030924114,0.9766474222760282,0.9814124425230346,0.9837070141234768
13,False,5,21806, Answer,1012.1138916015625,105.99945068359375,83.52381896972656,0.794914960861206,0.9260095953941345,0.24689508442603691,0.9987288786844334,0.9993806537766351,0.9999747383273931,0.9998387278717564,0.9999760879976644,0.9999772040726232,0.9946569808714301,0.9982169789178329,0.999968937933783,0.9981737687412459,0.9978847150236092,0.9986987769795226,0.9901751347014848,0.9961594368724327,0.999832564971839,0.9980641008490927,0.9978847136975787,0.9986987325462068,0.9875604713500663,0.9950942597920502,0.999825068957475,0.9979995437584335,0.9978622557696901,0.9985203849233999,0.9875559226860879,0.9950880399887039,0.9998219152679434,0.9968043608443905,0.997760100788714,0.9984066600848827,0.9851020003957519,0.9941485711325444,0.9991701706056049,0.9902626456817716,0.9931505715468087,0.9934804209950711,0.9829725046183302,0.9932755508673264,0.9981772799680713,0.9874769125078448,0.9904027942348946,0.9894466981301939,0.9825339326094379,0.9928617319032649,0.99761434169,0.9845829826615886,0.9881161918383353,0.9881404666431279,0.9819423520921403,0.9924150425260307,0.9973049408808105,0.9828846713960908,0.9864720671061274,0.9872599868593377,0.9781256527228389,0.9905121903400502,0.9961912480644686,0.9746490080767676,0.9796345187333155,0.9827236130922129
14,False,5,21806, Answer,1014.6882934570312,107.90123748779297,85.51709747314453,0.7778146266937256,0.9337653517723083,-0.3278381004132177,0.9994682742104699,0.9997387972898389,0.9999884301657158,0.9998897437263651,0.9999999917612667,0.999932173155993,0.9948954842210492,0.9986218569745611,0.9999644588436042,0.9980999766129273,0.9981461220375198,0.9988917905014343,0.9895306842843795,0.9964415523373775,0.9998249860083023,0.9979522231933295,0.9981461009311957,0.998891309245802,0.9870232158027584,0.9954824212738449,0.9998062849149016,0.9975531744609177,0.9980929448754957,0.9988824331473283,0.9870050956885064,0.9954787408831642,0.9998051869198635,0.9964428407232052,0.998031389451277,0.9987488857809347,0.9834243481540133,0.994230788394729,0.9991525585234736,0.9896922458707044,0.9930632627566307,0.99351623008645,0.982054231580164,0.9937394346257878,0.9983436334340643,0.9876259642617516,0.9908738267379019,0.9898431509824284,0.9814302869401618,0.993444628403291,0.9980742301523782,0.9848000035889561,0.9887895869846398,0.9886246166461914,0.9812665098696186,0.9933624495936163,0.9978133302280554,0.9830608053625292,0.9871755817283289,0.9877142693304944,0.9779300463881067,0.9908703597270122,0.9959289478883571,0.9747970375844671,0.9803402229783721,0.9831908626590753
15,True,2,21806, Answer,1050.659912109375,104.8575210571289,80.59486389160156,0.7845461964607239,0.9188804626464844,-0.4521433989286421,0.9989066668830043,0.9997608713147838,0.9999956008233075,0.9997649202383515,0.9998987551479259,0.9999960485233776,0.9941432423391496,0.9979585896801844,0.9999848574565795,0.9983152199902342,0.9981486771443145,0.999002761971399,0.98804215194361,0.9948589706749726,0.9996813133092781,0.9981334508312107,0.9981145674544046,0.998994248743507,0.987031261658259,0.9943970034082757,0.9996731178851538,0.9978097885084849,0.9980816346795969,0.9989729630617485,0.9869935346234369,0.9943840078411955,0.9996729185117506,0.9967732855285338,0.9980267548581812,0.9987916443776484,0.9847258300395548,0.9938795207326323,0.9991586016352616,0.9894119224418297,0.9926824903486405,0.9937310911602995,0.9821764130972831,0.9924006596280743,0.9981666581696994,0.9865745941332112,0.990211433788887,0.9900670299843156,0.981870144692708,0.9920503518717501,0.9977734477244301,0.9838375190803077,0.9879860240877691,0.9890158566479901,0.9813195211054262,0.9904305765589575,0.995913690209982,0.9825350113723222,0.9862836150202395,0.9880196882372202,0.9766403726851516,0.9867609388627513,0.992457184406892,0.9763285823431955,0.9808242496560495,0.9839737162727371
