sample_id,contradiction,chain_length,tok_step1,tok_step2,top1_p_step1,top1_p_step2,entropy_step1,entropy_step2,jsd_step1_step2,kl_step1_step2,kl_step2_step1
0,False,5, Answer,:,0.350615531206131,0.639638364315033,1.954737901687622,0.9605676531791687,0.6923921704292297,12.63196086883545,18.057769775390625
1,False,5, Answer,:,0.3873901963233948,0.7257975935935974,1.9073576927185059,0.8308769464492798,0.692500501871109,12.989670753479004,18.787710189819336
2,True,2, Answer,:,0.29471227526664734,0.7090641856193542,2.0068533420562744,1.061863660812378,0.6904040277004242,12.05721378326416,18.331939697265625
3,False,5, Answer,:,0.33142757415771484,0.7558256387710571,1.9553937911987305,0.772614598274231,0.6922396123409271,12.939610481262207,19.081438064575195
4,False,2, Answer,:,0.37989479303359985,0.8561784029006958,1.9726459980010986,0.5975344181060791,0.6919578313827515,12.908804893493652,20.07590675354004
5,True,5, Answer,:,0.2580566108226776,0.7535505890846252,2.0535995960235596,0.8601346611976624,0.6904261112213135,12.183758735656738,18.651264190673828
6,False,5, Answer,:,0.3709495961666107,0.7150589227676392,1.9351587295532227,0.8751481771469116,0.6921898126602173,12.275003433227539,18.297565460205078
7,False,5, Answer,:,0.3945710361003876,0.6801307797431946,1.8980728387832642,0.9875034093856812,0.6921085119247437,11.742854118347168,17.78711700439453
8,False,2, Answer,:,0.40516334772109985,0.7961089015007019,1.887568473815918,0.7441771030426025,0.6922412216663361,12.767718315124512,19.55597686767578
9,False,5, Answer,:,0.38574886322021484,0.6317214965820312,1.885858416557312,1.0250645875930786,0.6923527419567108,11.488192558288574,17.897836685180664
10,True,2, Answer,:,0.3207326829433441,0.8271834254264832,1.985398530960083,0.7406274676322937,0.6907705366611481,12.618719100952148,19.569622039794922
11,True,2, Answer,:,0.2718295753002167,0.8350362777709961,2.0804855823516846,0.6846022009849548,0.6909128129482269,12.536481857299805,19.84393882751465
12,True,2, Answer,:,0.2991718351840973,0.6693416237831116,2.046163558959961,1.0065187215805054,0.6902639269828796,12.081803321838379,18.18359375
13,True,5, Let,'s,0.20710033178329468,0.8669965863227844,2.0980939865112305,0.39253509044647217,0.693138986825943,18.199432373046875,18.6473331451416
14,False,2, Answer,:,0.34627142548561096,0.7446928024291992,1.9725303649902344,0.8241262435913086,0.6924915611743927,13.07998275756836,19.11171531677246
15,False,2, Answer,:,0.3162800669670105,0.8278006315231323,1.973684549331665,0.6791190505027771,0.6923807859420776,12.806719779968262,19.96506118774414
16,True,5, Answer,:,0.21883165836334229,0.6049813032150269,2.0491015911102295,1.119063377380371,0.6911924779415131,12.015724182128906,17.439754486083984
17,True,2, Let,'s,0.26669085025787354,0.8175613880157471,2.0115840435028076,0.47526422142982483,0.6931420862674713,19.805435180664062,18.715761184692383
18,False,5, Answer,:,0.29889991879463196,0.8200438022613525,1.9530465602874756,0.6400341391563416,0.6923688352108002,13.360910415649414,20.27759552001953
19,True,2, Let,'s,0.24637070298194885,0.798167884349823,2.009859561920166,0.5032109022140503,0.6931428611278534,19.77350616455078,19.591325759887695
