sample_idx,label_B,gold_yes_no,p_yes,p_no,decidedness,semantic_yes_mass,semantic_no_mass,semantic_decidedness,semantic_offliteral_mass,control_mass,decidedness_floor,above_floor,lean,c_pred_yes_no,top1_token_id,top1_decoded,top1_normalized,top1_prob,prompt_strategy_name,anchor_freegen_pred,anchor_match
0,1,NO,0.0004434599270872752,0.9901599222294806,0.9906033821565678,0.00044473300938903393,0.9901740843500029,0.990618817359392,1.5435202824098937e-05,0.0001582086466703815,0.0007910432333519075,True,-7.711014302809509,NO,8697,NO,no,0.9528911709785461,raw_passthrough,,
1,0,YES,0.044148131742531405,0.0018113275397901862,0.04595945928232159,0.044154253149346005,0.0018113874127851787,0.045965640562131184,6.181279809593099e-06,0.00021352938020684873,0.0010676469010342437,True,3.193490585653201,YES,1395,Y,y,0.9533690214157104,raw_passthrough,,
2,0,YES,0.048915939774360595,0.01863000163548989,0.06754594140985049,0.048930121323552817,0.01863069916593882,0.06756082048949164,1.4879079641150206e-05,0.0003427500135742463,0.0017137500678712314,True,0.9653300376863487,YES,1395,Y,y,0.9313011765480042,raw_passthrough,,
3,0,YES,5.078877955755345e-06,0.9992551523315854,0.9992602312095411,5.178172026813581e-06,0.999263042678334,0.9992682208503608,7.989640819716648e-06,0.00011265881625301344,0.0005632940812650671,True,-12.189674873523511,NO,8697,NO,no,0.9725478887557983,raw_passthrough,,
4,0,YES,0.031012806141688998,0.004998705613109999,0.036011511754799,0.031032063607208553,0.004998832601684308,0.03603089620889286,1.9384454093863968e-05,0.00035524785344427385,0.0017762392672213694,True,1.825221218817709,YES,1395,Y,y,0.9616268873214722,raw_passthrough,,
5,0,YES,0.018981527001642462,0.5541525662464437,0.5731340932480862,0.019008621645257073,0.5541666233508908,0.5731752449961479,4.115174806174071e-05,0.0006960563124528856,0.003480281562264428,True,-3.3739737959793192,NO,8697,NO,no,0.5346009731292725,raw_passthrough,,
6,0,YES,0.04531496010986302,0.005493996969443415,0.05080895707930644,0.04532498452459354,0.005494217889273317,0.05081920241386686,1.0245334560420039e-05,0.00041744570951365016,0.0020872285475682507,True,2.1099811870000353,YES,1395,Y,y,0.948330819606781,raw_passthrough,,
7,0,YES,0.024133714957656593,0.029858675929087752,0.053992390886744346,0.02414225298591949,0.02985947670965261,0.0540017296955721,9.338808827752398e-06,9.512020239954328e-05,0.0004756010119977164,True,-0.2128656247294907,NO,1395,Y,y,0.9456023573875427,raw_passthrough,,
8,0,YES,0.0063231213699737054,0.8597677484169708,0.8660908697869445,0.006334103457077467,0.8598100573717344,0.8661441608288118,5.329104186735378e-05,0.0005660093194384188,0.0028300465971920936,True,-4.912449318747068,NO,8697,NO,no,0.832959771156311,raw_passthrough,,
9,0,YES,0.00529500089044177,0.8545765127440745,0.8598715136345163,0.0053008624464964404,0.8546034229125103,0.8599042853590068,3.2771724490454623e-05,0.0003269069568994608,0.001634534784497304,True,-5.083842892092213,NO,8697,NO,no,0.823520839214325,raw_passthrough,,
10,0,YES,0.0031382729689255484,0.9002811382727884,0.903419411241714,0.0031413231732306743,0.9002859638558937,0.9034272870291243,7.875787410349666e-06,0.00021447182911989735,0.0010723591455994866,True,-5.659034451373335,NO,8697,NO,no,0.8821477890014648,raw_passthrough,,
11,0,YES,0.04183699250961581,0.00040873313136269296,0.042245725640978504,0.04184690210902842,0.0004087790455376862,0.0422556811545661,9.955513587595055e-06,0.0002946700949573941,0.0014733504747869704,True,4.628473760464825,YES,1395,Y,y,0.9569154381752014,raw_passthrough,,
12,0,YES,0.0358704404548007,0.0017882493399072885,0.03765868979470799,0.0358848165690491,0.0017884116915179507,0.03767322826056705,1.45384658590611e-05,0.00034674941542228537,0.001733747077111427,True,2.9986764512560637,YES,1395,Y,y,0.9616044163703918,raw_passthrough,,
13,1,NO,4.365707399256458e-06,0.998085893864129,0.9980902595715283,4.530987381987789e-06,0.9980941955864662,0.9980987265738481,8.467002319823003e-06,0.00035645853060733317,0.001782292653036666,True,-12.339814150683015,NO,8697,NO,no,0.9799545407295227,raw_passthrough,,
14,0,YES,0.030359470208622952,0.00026261601334692797,0.03062208622196988,0.030364206261708625,0.0002626402187043842,0.030626846480413007,4.760258443127496e-06,0.0031601022726565862,0.01580051136328293,True,4.750170837268135,YES,1395,Y,y,0.965792179107666,raw_passthrough,,
