sample_idx,label_B,gold_yes_no,p_yes,p_no,literal_decidedness,semantic_yes_mass,semantic_no_mass,semantic_decidedness,answerlike_nonliteral_mass,answerlike_over_literal_ratio,control_mass,decidedness_floor,literal_above_floor,semantic_above_floor,lean,top1_token_id,top1_decoded,top1_prob,top1_class,top1_nonliteral_token_id,top1_nonliteral_decoded,top1_nonliteral_prob,top1_nonliteral_class,top1_answerlike_nl_decoded,top1_answerlike_nl_prob,answerlike_exceeds_literal,answerlike_materially_exceeds_literal,top1_is_answerlike_nonliteral
0,1,NO,0.5329977045726082,0.3960863277579847,0.9290840323305929,0.5331609769266108,0.39620197607829466,0.9293629530049055,0.00027892067431256606,0.0003002103842134687,0.021180154584807917,0.10590077292403959,True,True,0.2968849306530098,14410, YES,0.5225167274475098,literal,720," 
",0.010593275539577007,control,,,False,False,False
1,0,YES,0.40241777455162264,0.5412198446420717,0.9436376191936944,0.4025715644080794,0.5413932490237428,0.9439648134318221,0.0003271942381277704,0.0003467371705754445,0.021643314309493206,0.10821657154746603,True,True,-0.2963347743158434,5782, NO,0.529896080493927,literal,720," 
",0.01217328105121851,control,,,False,False,False
2,0,YES,0.5217535085655527,0.42694974279483233,0.948703251360385,0.5218910298377022,0.42706736463348327,0.9489583944711855,0.0002551431108004376,0.0002689387966517215,0.016023817266891865,0.08011908633445933,True,True,0.2005289626159515,14410, YES,0.5131323337554932,literal,720," 
",0.009325208142399788,control,,,False,False,False
3,0,YES,0.48158437766574025,0.46606619205212496,0.9476505697178652,0.48171864542209275,0.4661889392443701,0.9479075846664629,0.00025701494859764473,0.0002712127832880038,0.017182217921972637,0.08591108960986318,True,True,0.032753787997902774,14410, YES,0.47153741121292114,literal,720," 
",0.009338293224573135,control,,,False,False,False
4,0,YES,0.7218208355006936,0.19716958543183694,0.9189904209325306,0.7219655950829065,0.19721050835978415,0.9191761034426906,0.00018568251016004567,0.00020205053929901398,0.0304465446467298,0.152232723233649,True,True,1.2977127596352511,14410, YES,0.7139410972595215,literal,720," 
",0.01317884586751461,control,,,False,False,False
5,0,YES,0.5973949680865189,0.3346559618169067,0.9320509299034256,0.5975139820274316,0.33473317594329344,0.932247157970725,0.00019622806729935327,0.00021053363180452534,0.03619054709884682,0.18095273549423413,True,True,0.5794754582538758,14410, YES,0.5872874855995178,literal,220, ,0.016790729016065598,control,,,False,False,False
6,0,YES,0.6393333520013584,0.3016298550125498,0.9409632070139082,0.6395001584019251,0.301726740665583,0.9412268990675081,0.00026369205359988435,0.00028023630640851055,0.02528074482204619,0.12640372411023093,True,True,0.75122537596959,14410, YES,0.6281984448432922,literal,720," 
",0.012735821306705475,control,,,False,False,False
7,0,YES,0.7639789711784033,0.15315006820631538,0.9171290393847187,0.7642098318653407,0.15320943178371738,0.9174192636490581,0.0002902242643394448,0.0003164486695723317,0.03489592129684656,0.17447960648423277,True,True,1.60712198551192,14410, YES,0.7474524974822998,literal,720," 
",0.019918935373425484,control,,,False,False,False
8,0,YES,0.40070034692826084,0.5125499119230312,0.9132502588512921,0.4008759112186566,0.5127101566677359,0.9135860678863925,0.0003358090351004428,0.0003677075717699017,0.03177940276631236,0.1588970138315618,True,True,-0.24618421194089948,5782, NO,0.5038012862205505,literal,720," 
",0.018350960686802864,control,,,False,False,False
9,0,YES,0.16011734609310224,0.7928882552286609,0.9530056013217632,0.16022013164366955,0.7930735188146945,0.953293650458364,0.0002880491366008542,0.0003022533510835055,0.015349305976934909,0.07674652988467454,True,True,-1.5997753382394542,5782, NO,0.7750880718231201,literal,720," 
",0.008088769391179085,control, Nope,0.00010182259575231001,False,False,False
10,0,YES,0.315422040448766,0.6158288243570098,0.9312508648057758,0.3155116686619859,0.6159927502495988,0.9315044189115846,0.00025355410580885085,0.00027227261245199786,0.014028910226784874,0.07014455113392437,True,True,-0.669057489349847,5782, NO,0.6083470582962036,literal,33771, ______,0.008677604608237743,other, Nope,0.00011009166337316856,False,False,False
11,0,YES,0.7879531970479547,0.1433065180961819,0.9312597151441366,0.7880707870071599,0.14333987796800285,0.9314106649751628,0.00015094983102614812,0.00016209208727855764,0.03666510029071171,0.18332550145355855,True,True,1.704452874011658,14410, YES,0.7809011936187744,literal,720," 
",0.020170046016573906,control,,,False,False,False
12,0,YES,0.5747504902324181,0.3889194526458297,0.9636699428782478,0.5748575815714979,0.3890206647694976,0.9638782463409955,0.0002083034627476943,0.0002161564385058462,0.01370498103729019,0.06852490518645095,True,True,0.3905637570201583,14410, YES,0.5684151649475098,literal,3146, **,0.0068276263773441315,other, Nope,6.641479558311403e-05,False,False,False
13,1,NO,0.018129175860963187,0.9176721476751482,0.9358013235361113,0.018153206400920996,0.9177902217038323,0.9359434281047533,0.0001421045686419431,0.0001518533529157372,0.0105454134536766,0.052727067268383,True,True,-3.9243176226353205,5782, NO,0.9099021553993225,literal,44941, __________________,0.011015182361006737,other,,,False,False,False
14,0,YES,0.8002456800118125,0.100371630004922,0.9006173100167345,0.8003360260792488,0.10039756471962058,0.9007335907988694,0.00011628078213488102,0.0001291123109023081,0.07469977637922956,0.37349888189614777,True,True,2.0760391828732168,14410, YES,0.7909615635871887,literal,220, ,0.03421363979578018,control,,,False,False,False
15,1,NO,0.41612900556310706,0.4850000870180793,0.9011290925811863,0.4162748241703884,0.4851304562934895,0.9014052804638779,0.0002761878826915698,0.00030649091785557564,0.037056035241850915,0.18528017620925458,True,True,-0.15315374864190384,5782, NO,0.47583290934562683,literal,720," 
",0.017063502222299576,control,,,False,False,False
16,1,NO,0.6663082570735241,0.2490070739862773,0.9153153310598015,0.6664337737977644,0.2490813937124119,0.9155151675101763,0.0001998364503748018,0.00021832525206741635,0.06177967270950635,0.30889836354753175,True,True,0.9842711062707054,14410, YES,0.6550199389457703,literal,720," 
",0.03391061723232269,control,,,False,False,False
17,0,YES,0.6499634867532222,0.22469329503999802,0.8746567817932203,0.6501333603043538,0.22475938487017078,0.8748927451745245,0.00023596338130427164,0.00026977825612979275,0.1005275168544015,0.5026375842720076,True,True,1.06217984794543,14410, YES,0.6350758671760559,literal,720," 
",0.06852386146783829,control,,,False,False,False
18,1,NO,0.35733103647316966,0.5817884805872922,0.9391195170604618,0.3574318295480783,0.5819799727880652,0.9394118023361435,0.00029228527568170293,0.0003112333098949803,0.022297689703820733,0.11148844851910367,True,True,-0.4874443210930067,5782, NO,0.5718433856964111,literal,720," 
",0.01344846747815609,control,,,False,False,False
19,1,NO,0.18432017691907276,0.7611085646332185,0.9454287415522913,0.18440161094138163,0.7613026227172766,0.9457042336586582,0.0002754921063669036,0.000291393834626368,0.010092759497762047,0.05046379748881023,True,True,-1.4181016708185001,5782, NO,0.7458042502403259,literal,33771, ______,0.006503078620880842,other, Nope,0.00013391676475293934,False,False,False
20,1,NO,0.5421207516519644,0.4035853499739943,0.9457061016259587,0.5422667950460969,0.4037100024689242,0.9459767975150211,0.00027069588906236675,0.00028623680083797443,0.020492048187472786,0.10246024093736393,True,True,0.2951007762099341,14410, YES,0.5338271260261536,literal,720," 
",0.011793777346611023,control,,,False,False,False
21,0,YES,0.7917850246913076,0.13244575121164104,0.9242307759029487,0.7919456663733828,0.1324687463458073,0.9244144127191901,0.00018363681624145034,0.00019869151842735608,0.03438378132813935,0.17191890664069676,True,True,1.7881167847215869,14410, YES,0.7809225916862488,literal,220, ,0.01475712563842535,control,,,False,False,False
22,1,NO,0.17327094922040942,0.7868749604237166,0.960145909644126,0.17335459914200635,0.78708029506801,0.9604348942100164,0.00028898456589032673,0.0003009798437796164,0.014373759944400454,0.07186879972200227,True,True,-1.5132128047175755,5782, NO,0.7708027958869934,literal,720," 
",0.008234807290136814,control, Nope,0.0001280041760765016,False,False,False
23,0,YES,0.714513513120437,0.19838284977728193,0.9128963628977189,0.7146859363832463,0.19843070440270516,0.9131166407859514,0.00022027788823253402,0.00024129561381242354,0.06560244752274928,0.3280122376137464,True,True,1.2814031614226795,14410, YES,0.7016424536705017,literal,720," 
",0.04148363322019577,control, Yeah,8.726869418751448e-05,False,False,False
24,1,NO,0.10192986271874815,0.8359428774637649,0.9378727401825131,0.10198219246601248,0.8361156747949083,0.9380978672609208,0.0002251270784077164,0.0002400401128663852,0.014166632298495394,0.07083316149247697,True,True,-2.1042753259884694,5782, NO,0.8231335282325745,literal,720," 
",0.00886285025626421,control, Nope,0.00010399171151220798,False,False,False
25,0,YES,0.6788845076684993,0.25237466887496396,0.9312591765434632,0.6790576988104187,0.2524289887678226,0.9314866875782413,0.00022751103477802737,0.0002443047440589801,0.03269202559341158,0.16346012796705792,True,True,0.9895362566936493,14410, YES,0.6685925722122192,literal,720," 
",0.014886985532939434,control,,,False,False,False
26,0,YES,0.6683370207488224,0.28221360413574104,0.9505506248845634,0.668450377456614,0.28227032787279116,0.9507207053294051,0.0001700804448416804,0.00017892833941625703,0.018137403419934348,0.09068701709967174,True,True,0.8621283227019894,14410, YES,0.6584068536758423,literal,3146, **,0.01141736563295126,other,,,False,False,False
27,0,YES,0.6171842468388604,0.3048437004587399,0.9220279472976003,0.6173404879395805,0.3049113764002671,0.9222518643398476,0.00022391704224733466,0.0002428527713326043,0.02243624208043296,0.1121812104021648,True,True,0.7053684088255027,14410, YES,0.6095081567764282,literal,3146, **,0.012165327556431293,other,,,False,False,False
28,0,YES,0.8357321707649135,0.09366654793980445,0.9293987187047179,0.8358741934698142,0.09369305764832736,0.9295672511181415,0.00016853241342362768,0.0001813348889252909,0.05022706823318447,0.25113534116592234,True,True,2.188567078729133,14410, YES,0.8225018382072449,literal,720," 
",0.028587672859430313,control, Yeah,6.709056469844654e-05,False,False,False
29,0,YES,0.23362955122752282,0.6801070273258887,0.9137365785534115,0.23371911817795654,0.6802391624780919,0.9139582806560484,0.0002217021026369448,0.00024263240395600014,0.0683862351645613,0.3419311758228065,True,True,-1.0685134324129992,5782, NO,0.6689041256904602,literal,720," 
",0.046236325055360794,control, Nope,7.634564099134877e-05,False,False,False
30,1,NO,0.4610393148466301,0.4753848839360444,0.9364241987826745,0.461187613312517,0.47550858877977564,0.9366962020922927,0.0002720033096181851,0.00029047018431580673,0.020202771691287646,0.10101385845643823,True,True,-0.030641436880637755,5782, NO,0.46698784828186035,literal,720," 
",0.0112429428845644,control,,,False,False,False
31,0,YES,0.3434263078065669,0.5929009662197586,0.9363272740263255,0.3435490090617954,0.5930733251140707,0.9366223341758662,0.00029506014954061577,0.0003151250184904044,0.02295823691629212,0.11479118458146059,True,True,-0.5460548250286054,5782, NO,0.5818899273872375,literal,720," 
",0.01125675905495882,control,,,False,False,False
32,1,NO,0.11433064806647053,0.8404057311218764,0.954736379188347,0.11439158904274738,0.8406015523808286,0.9549931414235759,0.0002567622352289689,0.0002689352169100867,0.01153468184757113,0.05767340923785565,True,True,-1.9947901165338544,5782, NO,0.8232265710830688,literal,720," 
",0.007011884357780218,control, Nope,0.00012447584595065564,False,False,False
33,0,YES,0.7606429451507211,0.1488816515848228,0.9095245967355439,0.7608861470768853,0.14892640606562257,0.9098125531425079,0.00028795640696399616,0.0003166010111189145,0.033429966900405034,0.16714983450202517,True,True,1.6310123504280283,14410, YES,0.7475236654281616,literal,720," 
",0.014688699506223202,control,,,False,False,False
34,1,NO,0.22221399571333222,0.7369235508330831,0.9591375465464154,0.22228701589058975,0.7370897373731162,0.959376753263706,0.0002392067172906076,0.0002493977200161997,0.010414087887317569,0.052070439436587845,True,True,-1.1988432943623026,5782, NO,0.7273282408714294,literal,720," 
",0.006146853789687157,control, Nope,9.117293666349724e-05,False,False,False
35,0,YES,0.7571976883473326,0.1610688675111689,0.9182665558585015,0.7573993348214043,0.16110725367293732,0.9185065884943416,0.00024003263584015944,0.00026139755859424634,0.02780500109980967,0.13902500549904834,True,True,1.5477923443871393,14410, YES,0.7448852062225342,literal,3146, **,0.013018287718296051,other,,,False,False,False
36,0,YES,0.6098652793079964,0.33055238781787466,0.940417667125871,0.6100276869093579,0.3306420273030184,0.9406697142123763,0.0002520470865052804,0.00026801611168747317,0.03142546684104598,0.1571273342052299,True,True,0.6124729216551597,14410, YES,0.5996016263961792,literal,220, ,0.015247117727994919,control,,,False,False,False
37,1,NO,0.691430805136406,0.2133685338803133,0.9047993390167193,0.6915944535087073,0.21341726966487862,0.9050117231735859,0.0002123841568666407,0.00023473067199346857,0.04482683113636654,0.2241341556818327,True,True,1.1757422045779369,14410, YES,0.67904132604599,literal,720," 
",0.025123583152890205,control,,,False,False,False
38,0,YES,0.8321722581517861,0.09474312916022853,0.9269153873120146,0.8322990904006184,0.09476193797578458,0.927061028376403,0.00014564106438841318,0.0001571244434842768,0.02694715967493594,0.1347357983746797,True,True,2.172870134555802,14410, YES,0.8242156505584717,literal,720," 
",0.01232102606445551,control,,,False,False,False
39,1,NO,0.113158868369851,0.8379130494100053,0.9510719177798563,0.11323437088864641,0.8381030696396978,0.9513374405283442,0.0002655227484879008,0.00027918261860546394,0.017311924413690616,0.08655962206845308,True,True,-2.002121589320167,5782, NO,0.8262810111045837,literal,720," 
",0.011334740556776524,control,,,False,False,False
40,0,YES,0.7229642477459493,0.21684108975428273,0.939805337500232,0.7230926512102804,0.216887325099982,0.9399799763102624,0.00017463881003043635,0.00018582445008766854,0.02313766205822436,0.1156883102911218,True,True,1.2041949910713925,14410, YES,0.7126087546348572,literal,220, ,0.010736186988651752,control,,,False,False,False
41,1,NO,0.3052486543215309,0.6256973539320825,0.9309460082536134,0.30538546356466,0.6259363889144387,0.9313218524790987,0.00037584422548531116,0.0004037229035337586,0.017283493284661264,0.08641746642330632,True,True,-0.7177400894874552,5782, NO,0.6126031875610352,literal,720," 
",0.010136622935533524,control, Nope,0.00015634032024536282,False,False,False
42,1,NO,0.6059105452995937,0.30900475070842504,0.9149152960080187,0.6060574409825343,0.30908101525590737,0.9151384562384417,0.00022316023042301403,0.00024391354193848582,0.033761278028840075,0.16880639014420037,True,True,0.6733757089139054,14410, YES,0.5966926217079163,literal,720," 
",0.018445855006575584,control,,,False,False,False
43,1,NO,0.034471118322755956,0.9011153101917699,0.9355864285145259,0.03451698093418465,0.9013251226294514,0.9358421035636361,0.00025567504911017114,0.00027327785153544637,0.013462694845843282,0.06731347422921641,True,True,-3.263511406260238,5782, NO,0.8905206322669983,literal,33771, ______,0.008395901881158352,other,,,False,False,False
44,0,YES,0.7632874474852542,0.16954081219110861,0.9328282596763628,0.7634252291915871,0.1695690045042857,0.9329942336958728,0.00016597401950990687,0.00017792559111308464,0.02290723342029749,0.11453616710148745,True,True,1.5045410158778023,14410, YES,0.7523245811462402,literal,720," 
",0.011158822104334831,control,,,False,False,False
45,0,YES,0.528527984473385,0.4055767388744016,0.9341047233477866,0.528670058355897,0.40572287259758877,0.9343929309534857,0.0002882076056991423,0.0003085388591829619,0.02377993415076994,0.1188996707538497,True,True,0.26478565394445963,14410, YES,0.5177286267280579,literal,720," 
",0.010829389095306396,control,,,False,False,False
46,1,NO,0.26039434397694095,0.6813634218464557,0.9417577658233967,0.26050872179247175,0.6815346587983071,0.9420433805907789,0.00028561476738220293,0.0003032783776754785,0.018798409266984756,0.09399204633492378,True,True,-0.9618986333209567,5782, NO,0.6708473563194275,literal,720," 
",0.011363615281879902,control,,,False,False,False
