sample_id,contradiction,chain_length,next_token,dh_jn_l2,signed_proj_raw_top1,signed_proj_raw_top2,signed_proj_raw_top3,abs_proj_top1_over_l2
0,False,2, YES,223.80027770996094,-19.149289164673615,10.532675876648824,8.152008218626072,0.08556418857300087
1,True,2, NO,227.76121520996094,-18.806691967751064,10.629430999259563,9.302197833394953,0.0825719688508244
2,True,2, NO,213.8166046142578,-16.165205814925372,8.378653044170706,8.721270971664984,0.07560313589340328
3,True,5, NO,225.83238220214844,-18.129144835819975,10.049672407945632,8.887408582851611,0.08027699419821946
4,False,5, Answer,132.00279235839844,4.3240540923119175,-2.453003703514339,-7.306987413816367,0.03275729259248153
5,False,2, YES,221.61363220214844,-18.820724898616916,9.966932946607908,8.108267259890885,0.08492584464046327
6,True,5, NO,240.06942749023438,-20.643749507277533,11.70631735730518,9.506477073875978,0.08599074743954513
7,False,5, Answer,132.03857421875,5.346601753135273,-3.011973585064071,-7.722234458921779,0.04049272558997374
8,False,2, Answer,130.7933349609375,4.626531832177664,-2.2152682972196525,-6.928423953647856,0.035372840929210024
9,True,5, NO,237.6511993408203,-19.95113118322264,11.32635064887767,9.271625140156686,0.08395131705016952
10,False,2, YES,232.56614685058594,-20.15070305831931,10.632926971516214,8.744003806128408,0.0866450398357274
11,True,5, NO,235.17041015625,-19.65629386271172,11.54521330638991,9.254776820852324,0.08358319335176347
12,True,2, NO,207.9062957763672,-15.656224156889637,8.689411688657433,8.530849387256664,0.0753042330845171
13,False,2, YES,229.9403076171875,-20.040326033603986,10.863135752993255,8.2338620428641,0.08715447170297386
14,True,2, NO,215.7430877685547,-17.04214268694062,9.701760168266368,8.75878475219201,0.07899276339835844
15,False,2, Answer,130.28054809570312,4.735938361632823,-2.1222234455820574,-6.633463675585025,0.036351845542975485
16,False,5, Answer,128.2362518310547,5.2191584424748525,-2.8524833086255468,-7.459841096107605,0.04069955545290564
17,True,2, NO,226.9336395263672,-18.76342161996334,10.438419081067723,9.311281090250677,0.0826824161420765
18,False,2, Answer,127.4548110961914,4.88619748135399,-2.4560428609920693,-7.009727377386335,0.03833670490212013
19,False,5, Answer,131.34722900390625,4.478327709366656,-2.513049306175546,-7.3795642543886055,0.034095334506295996
20,False,2, NO,245.02340698242188,-22.314656129326615,12.64211802044947,10.192919821766237,0.09107152824349705
21,False,5, Answer,129.74050903320312,5.294444061363563,-3.0743401770211833,-7.8605235591014395,0.040807948888226815
22,False,5, YES,191.4716339111328,-12.750578061096816,5.543193363899665,5.299136887229643,0.06659251712975953
23,True,5, NO,232.4886474609375,-18.930912600676493,10.649170303928111,9.168905929614787,0.08142725594310622
24,False,2, Answer,131.51535034179688,4.5104783510699695,-1.8483864750164527,-6.579336547162299,0.03429621211017727
25,False,2, Answer,129.5079345703125,4.644021321480879,-2.2481116657037594,-6.969535496343527,0.03585897139727728
26,False,2, Answer,130.96311950683594,5.004830258280796,-2.1921066298689995,-6.822206849804728,0.03821556997972804
27,True,5, NO,234.00326538085938,-19.727037679356478,11.238311863267821,9.159681668528314,0.08430240341834841
28,True,2, NO,234.46055603027344,-19.73750720788917,11.525255512359,9.467906915448312,0.08418263413711369
29,False,5, Answer,133.66668701171875,5.513280702506622,-3.1550198870095736,-8.146683063507451,0.04124648276813459
30,False,5, Answer,135.54373168945312,5.247688939494823,-2.9873755063200225,-7.8944900619155804,0.03871583638787542
31,False,5, Answer,131.80764770507812,4.260716703654075,-2.4720964236033467,-7.228699974648848,0.03232526168120586
32,True,2, NO,230.31594848632812,-19.3503887255096,11.233959992412135,9.447724617326537,0.08401671205435374
33,True,2, NO,233.85995483398438,-19.352169428143164,10.769295630046585,9.71183516576709,0.08275110393257737
34,True,2, NO,210.58860778808594,-15.548916983559645,7.951793651816727,8.69733725338578,0.0738355087051957
35,True,2, NO,232.07290649414062,-19.365960953057904,11.22719078398098,9.564565429187304,0.0834477459932985
36,True,5, NO,231.50912475585938,-19.115776338862695,10.371413949334455,9.634660101235404,0.08257029332650798
37,True,5, NO,232.19735717773438,-18.513193018478503,10.26836400906626,9.606124910752179,0.07973042089492731
38,False,5, Answer,135.62879943847656,4.805703028302264,-2.872546321109903,-7.838382968885153,0.035432762423578526
39,False,5, Answer,129.92037963867188,4.961102996105449,-2.828818765254069,-7.471427180408227,0.038185718129051076
40,False,2, Answer,129.69146728515625,4.972014962949989,-2.1998351616254794,-7.009970792565303,0.038337255850564536
41,False,5, Answer,134.18650817871094,5.464945360499287,-3.203949945450854,-7.773061399844182,0.04072648908351461
42,False,5, Answer,132.44287109375,5.328666718387942,-3.1446500913752122,-8.03257706903181,0.04023369981621744
43,False,5, Answer,132.31369018554688,5.216882417835919,-3.250216436920415,-7.783673623767233,0.0394281378632567
44,False,5, Answer,133.3500518798828,5.105165160399993,-2.911474368320291,-7.566140205539629,0.03828393831443518
45,True,5, NO,235.78114318847656,-18.96910709579579,10.546662538398653,9.547155322401935,0.08045218052329313
46,True,5, NO,242.19862365722656,-20.417577179680777,11.722463828727644,9.530373112878431,0.08430096286826336
47,False,2, YES,207.30499267578125,-15.932446646361432,7.573904877397675,6.750456324288891,0.07685510339479192
48,True,5, NO,237.9575958251953,-19.479690397210547,11.527624678458995,9.079036843599246,0.08186202390241086
49,True,5, NO,246.44857788085938,-21.157521634730212,12.207338929033522,9.865689460957146,0.08584963977738921
50,True,5, NO,237.64601135253906,-20.010310437235177,11.260243582252368,9.392633915276306,0.08420217248057323
51,False,5, Answer,134.91868591308594,4.758087431751122,-2.708835209269765,-7.576372926410093,0.035266333936966564
52,True,2, NO,234.1702117919922,-19.693567351724923,11.326796861468967,9.795697799678054,0.08409937028715608
53,False,5, Answer,137.43283081054688,5.142919923014972,-3.028688771194618,-7.861733358175722,0.037421334427003246
54,False,5, Answer,131.68724060058594,5.008516122510863,-2.848531216118092,-7.363240577252414,0.03803341994003916
55,True,5, NO,240.5253143310547,-20.075584812473142,11.595994202661528,9.367767612620751,0.08346557978023521
56,True,2, NO,224.76504516601562,-18.39909611554569,10.37107891670259,9.409519926752782,0.081859241511275
57,True,5, NO,235.3691864013672,-19.290502289610522,11.230232520840755,9.103331129041134,0.08195848651448742
58,True,2, NO,231.42538452148438,-19.466515415893607,11.221562959645297,9.645185066136031,0.08411573110761332
59,False,2, Answer,132.05445861816406,4.7647606961407645,-2.1521538618147176,-7.025277287092628,0.03608178584802259
60,True,2, NO,226.8696746826172,-17.9744173041915,10.262579303073963,9.368800135925547,0.07922794145726689
61,False,2, NO,223.07699584960938,-19.669115802644576,10.727456902613447,8.826506550212354,0.08817186966197081
62,True,2, NO,210.34783935546875,-16.30775011453978,9.013383765495718,8.194428905191618,0.07752753802701728
63,False,2, Answer,126.00943756103516,4.498228127405991,-2.0244973706018685,-6.5356261336276225,0.0356975494412759
64,True,2, NO,235.80242919921875,-20.00425571610885,11.672049373542631,9.908056546430721,0.08483481609597704
65,True,5, NO,227.25852966308594,-18.150050492590097,9.92184835705665,8.914394315374553,0.07986521130577508
66,False,5, Answer,132.9823455810547,5.159934444245184,-2.9302028364219983,-7.5708311907626324,0.03880165011148979
67,False,2, Answer,129.95103454589844,4.772460260584638,-2.13556320879161,-6.6694029679684546,0.03672506553916924
68,False,5, Answer,133.7286376953125,4.491638920440465,-2.6019966386672646,-7.5047450660329655,0.03358771163638758
69,False,2, Answer,128.21328735351562,4.647624922538478,-2.161594241363714,-6.763209758178597,0.03624916744954996
70,True,2, NO,222.50527954101562,-18.158963326308264,10.323648107556727,9.110313442733204,0.08161138182320192
71,True,2, NO,224.44485473632812,-18.38229334453873,10.218770163765486,9.334602275794165,0.08190115726255152
72,True,2, NO,232.7920684814453,-19.55179071662773,11.317768202346599,9.663041119073721,0.08398821679862219
73,False,2, Answer,130.46656799316406,4.449824306352741,-1.8242291857203672,-6.460128963955232,0.0341070082151811
74,False,5, Answer,134.2804412841797,4.297490526166697,-2.445004698928085,-7.352856997822648,0.03200384572067837
75,True,5, NO,217.72654724121094,-16.539395093174555,8.513925905777318,8.254029121793264,0.07596407191835727
76,False,2, Answer,133.96804809570312,3.829268744275286,-1.7071060900734154,-6.472892430989867,0.028583448058725935
77,True,2, NO,223.9278106689453,-18.232281659477124,9.960679493897011,9.317818099278293,0.08142035419809276
78,True,5, NO,226.45465087890625,-18.158292200399565,10.084109229498692,8.845176779024666,0.08018511490011951
79,False,5, Answer,129.85244750976562,5.31260348018689,-2.8935003361797227,-7.8082207633729475,0.04091261722104439
80,True,5, NO,215.98764038085938,-16.44931479133532,8.850159143054821,8.419413863428932,0.07615859297468128
81,True,2, NO,218.43260192871094,-17.641584693056565,9.43197565967031,9.52392267166665,0.0807644304800531
82,True,2, NO,225.6272735595703,-18.579355318729444,10.444649062389333,9.073261855646928,0.0823453433869371
83,False,2, YES,220.31629943847656,-18.298758857241044,8.999882537562257,7.67938989216006,0.08305676386118983
84,True,2, NO,220.90113830566406,-17.226757943540758,9.227507006238886,8.848337538967302,0.07798401617874892
85,True,5, NO,244.82850646972656,-20.924830223830497,11.858101500207093,9.877755510109925,0.08546729515098088
86,True,5, NO,232.59161376953125,-19.073116691559054,11.104834248068183,8.921958930103694,0.08200259838452255
87,False,5, Answer,127.7468490600586,5.431062410521851,-2.9766439768624426,-7.778070090367192,0.04251425730245803
88,False,2, YES,229.20877075195312,-19.953668399313862,10.464796402962431,8.68032678722102,0.08705455874940654
89,False,2, Answer,129.1938934326172,4.817167919774751,-1.872117318357768,-6.402351711117287,0.03728634374103356
90,True,5, NO,228.167236328125,-18.506844728932492,10.413076911603277,8.919830042265966,0.08111087738429665
91,True,5, NO,228.92276000976562,-18.617120553002156,10.551421181896274,9.243636512313772,0.08132489994529088
92,True,5, NO,223.03323364257812,-17.87371792060486,9.976101248509263,8.87148690899372,0.08013925830103137
93,False,2, Answer,129.5150146484375,4.892752878698367,-2.2666553213088316,-6.989759023320591,0.03777749546626498
94,True,5, NO,232.82177734375,-19.0517507634188,10.356713014401684,9.40824714863303,0.0818297625796475
95,False,5, Answer,131.5293731689453,5.25590134482162,-3.1606876647417246,-7.960200409887399,0.03995990567115822
96,True,2, NO,219.29885864257812,-17.691787510666416,9.882030621653943,9.222425694488262,0.08067432553077314
97,False,5, Answer,136.4359893798828,5.392538497761691,-3.167824956275152,-8.124496567046176,0.0395243111606215
98,False,2, YES,221.76101684570312,-18.548561323774457,9.355931737649055,7.711906120061974,0.08364211883404112
99,True,2, NO,238.15989685058594,-20.26910453142124,11.360120796046417,10.455125882511691,0.08510712676420469
