sample_id,contradiction,chain_length,next_token,dh_jn_l2,signed_proj_raw_top1,signed_proj_raw_top2,signed_proj_raw_top3,abs_proj_top1_over_l2
0,False,2,"
",41.418331146240234,-9.036332065621735,10.181394475810542,-4.157421601509432,0.2181722878619699
1,True,2,"
",45.8764762878418,-7.748714362519111,9.65261486363666,-4.628625600456271,0.16890386946644784
2,True,2,"
",45.735130310058594,-7.094505711954085,9.408264625117027,-4.7129820479668805,0.15512158080324234
3,True,5,"
",46.859188079833984,-9.06783497515137,10.506420751770234,-4.572538473296474,0.19351242193277338
4,False,5,"
",40.11688995361328,-9.387585266075494,10.178718742933786,-4.275625813235095,0.23400580844893146
5,False,2,"
",42.06406021118164,-9.51569870115086,10.380152366675343,-4.128849491459128,0.2262192154859729
6,True,5,"
",43.14558410644531,-8.198324409984242,9.822302312609231,-4.532803162227635,0.19001537653862777
7,False,5,"
",41.2458610534668,-9.675265854794343,10.849117770620307,-4.400677122155333,0.2345754363626665
8,False,2,"
",43.566837310791016,-10.077844855377643,10.984591770669422,-4.5861299989683575,0.23131917479946018
9,True,5,"
",45.60408401489258,-8.812594203733696,9.919935765089985,-4.60728139392148,0.19324133778975824
10,False,2,"
",43.539188385009766,-10.061432797258014,10.781273248474847,-4.3222810035416375,0.23108912155787875
11,True,5,"
",46.900604248046875,-9.865980489890124,10.845862133922896,-4.37016181027332,0.21035934713527588
12,True,2,"
",46.01658248901367,-6.434583739432869,8.764414474567868,-4.92996334770052,0.13983184737708682
13,False,2,"
",42.932594299316406,-10.198327055010672,10.76507128314418,-4.3244651700697165,0.23754276258933882
14,True,2,"
",46.517765045166016,-7.2185625500488015,9.449083426843568,-5.001039295366882,0.15517861924416368
15,False,2,"
",42.61073303222656,-9.838730176392492,10.593188396478046,-4.210847419154074,0.23089793289705565
16,False,5,"
",40.854732513427734,-8.426164142385744,9.740207744409204,-4.020779118145422,0.20624695412203933
17,True,2,"
",45.118797302246094,-7.770147040965664,9.710816977163939,-4.524097560813063,0.17221529618569045
18,False,2,"
",43.44465637207031,-9.569998830267993,10.782257608241004,-4.829419053880148,0.22028022844250927
19,False,5,"
",39.82978439331055,-8.853049947256526,9.897397120042454,-4.536735396901099,0.22227210320327964
20,False,2,"
",43.91157913208008,-10.400402996050573,10.903498324623246,-4.351019529750384,0.23684875838201777
