sample_id,contradiction,chain_length,next_token,dh_jn_l2,signed_proj_raw_top1,signed_proj_raw_top2,signed_proj_raw_top3,abs_proj_top1_over_l2
0,False,2, Answer,89.6848373413086,1.1003074500251129,-3.9257436283179463,-0.21254370356177027,0.012268600609002691
1,True,2, Answer,81.24696350097656,0.05371833252882041,-3.3646830917618855,0.10595505114957018,0.000661173417614661
2,True,2, Answer,83.5372314453125,0.7104422119677904,-3.5454451553262523,0.1072993043984708,0.008504497930746362
3,True,5, Alright,73.56140899658203,-6.917011018133835,-1.4432611671761988,2.0736129898190967,0.0940304313426871
4,False,5, Answer,82.70967864990234,0.9921204889793652,-3.573218552793164,0.47191143827992116,0.011995216341943036
5,False,2, Answer,86.05973052978516,0.5771816557440506,-3.9618460341664408,-0.15299991184720207,0.006706756484016855
6,True,5, Answer,76.5166244506836,0.002749393119483523,-3.6201904858718876,-0.20570383820217114,3.593197085232067e-05
7,False,5, Answer,84.9797592163086,0.9112808460678918,-4.2989685921005805,0.09418435964219884,0.010723504684771267
8,False,2, Answer,83.1332015991211,0.7826551395629873,-3.8294006468630934,0.7215331741445135,0.009414471288332052
9,True,5," 

",142.7580108642578,-3.4274649902333456,-5.599287833128794,-2.44807437045393,0.02400891529295661
10,False,2, Answer,81.9940185546875,0.6336407038421117,-4.162333894249249,-0.03706308843121586,0.007727889363279834
11,True,5, Answer,77.12566375732422,0.042439211253270215,-3.6099882383931297,-0.14497308899058958,0.0005502605641975426
12,True,2, Let,79.7703857421875,-3.0597122127752776,-3.5514517661246385,-2.5299555069262367,0.03835649262948565
13,False,2, Answer,83.16300964355469,0.682994595438876,-4.080764099088393,-0.030607482869375147,0.008212720996575768
14,True,2, Answer,80.26887512207031,0.10975347364157584,-3.597181609282221,-0.12113562006164169,0.001367322931516476
15,False,2, Answer,84.12821197509766,1.0637413949874541,-4.539621189420434,0.28642707135987056,0.01264428864007073
16,False,5, Answer,84.76093292236328,1.0250361263166043,-3.9674654816701365,0.3407653617835851,0.012093261494116353
17,True,2, Let,79.31716918945312,-3.28409628810441,-3.603805677306215,-3.017201370577417,0.04140460787570516
18,False,2, Answer,84.8443374633789,0.8112617392042726,-3.7784855517984264,0.06876901343883887,0.009561766447330427
19,False,5, Answer,80.17984771728516,0.9363087634787853,-3.990434755949036,0.22052782480048036,0.011677607156090524
20,False,2, Answer,82.82186889648438,0.9599414489230437,-3.9476374401316954,0.46094372228580704,0.011590434527886296
21,False,5, Answer,83.8979721069336,0.8287006704409055,-4.290201482638014,0.09834010060831634,0.009877481536546355
22,False,5, Answer,82.75891876220703,0.7398973003121967,-3.6052480990201943,0.16440246935463984,0.008940393511390178
23,True,5, Answer,80.41877746582031,-0.019360502599036544,-4.266207266687701,-1.0749074191666002,0.00024074604475604088
24,False,2, Answer,82.9399642944336,0.6537068019850399,-3.9107133890096573,0.27309761357642165,0.007881686561421927
25,False,2, Answer,84.65446472167969,0.5869688628752814,-3.795785941666649,0.39322176244564677,0.006933702372395575
26,False,2, Answer,86.2553939819336,1.1738920898975742,-3.55149633308862,0.3499724266372516,0.013609491948319057
27,True,5, Answer,78.23661804199219,0.0814392136983284,-4.123967147757613,-0.9396662233358192,0.0010409347404883118
28,True,2, Let,84.52584075927734,-2.641187395709257,-3.683509589733318,-2.2856824441937875,0.031247099963524965
29,False,5, Answer,86.91263580322266,0.9620538873420788,-3.953769088572205,0.4769700624443632,0.011069206202871822
30,False,5, Answer,83.74816131591797,0.6134623104699575,-4.213201410394513,0.018007792001784984,0.007325083928172456
31,False,5, Answer,81.59593963623047,1.0222382043283733,-3.8373432618596994,0.4326009773902887,0.012528052362463675
32,True,2, Let,78.8803939819336,-3.6854887800795866,-3.5326215909091454,-2.846894666641181,0.04672249457728395
33,True,2, Answer,84.65717315673828,0.8349529455937839,-3.810909030331469,-0.1882039179774162,0.009862754855361474
34,True,2, Let,80.1831283569336,-3.319612346889281,-3.698397186554749,-2.8021342850046778,0.04140038453111922
35,True,2, Let,81.32594299316406,-3.34652132212124,-3.4166910321451054,-2.497515040434175,0.041149493002477944
36,True,5, Alright,75.14085388183594,-6.698821375470047,-1.3805773210130867,2.150414787835243,0.08915018966906445
37,True,5, Answer,79.99253845214844,0.03677903419788098,-4.031514203120929,-0.5007302162843112,0.0004597808109294622
38,False,5, Answer,79.56502532958984,0.11716858968553412,-4.214646186309501,-0.7277098691836844,0.0014726142447643064
39,False,5, Answer,82.64157104492188,1.2803660307742013,-3.863830852237335,0.9181392073490964,0.015493002064017845
40,False,2, Answer,84.065673828125,0.9149504410722238,-3.69290698771439,0.33673165180141845,0.010883757893165542
41,False,5, Answer,84.85128784179688,0.8558895041257295,-3.998842549900088,0.07812131526749133,0.010086935931019758
42,False,5, Answer,81.42839813232422,0.4183446613401509,-4.04811919427461,-0.21124763354213133,0.00513757695024052
43,False,5, Answer,82.70729064941406,0.7188159489415494,-4.337665771842526,-0.10562254417581352,0.008691083256343771
44,False,5, Answer,82.03286743164062,0.720099262351671,-3.642797418647009,0.37354545674400025,0.00877817983079604
45,True,5, Alright,76.75392150878906,-6.994367129167822,-1.6415050964371911,1.8593324418836072,0.09112716316856574
46,True,5, Answer,82.74354553222656,0.37532701758851117,-4.267647759631602,-0.34382256158497426,0.004536027736953536
47,False,2, Answer,85.7406005859375,0.68406101574033,-3.4812444405784984,0.2980768938761589,0.0079782624691776
48,True,5, Alright,76.74762725830078,-7.036240309145264,-1.5923693436530217,1.847965814777158,0.09168023247748129
49,True,5, Let,83.04631042480469,-3.906600196558128,-3.5268575568363425,-3.621873532463078,0.04704122527021479
50,True,5, Answer,80.09091186523438,-0.0653721617479397,-4.325621324815595,-1.4648910652434712,0.0008162244657403461
51,False,5," 
",121.6985855102539,-1.2265829045826995,-6.0898424903120425,-0.35098822775259475,0.010078859170292854
52,True,2, Answer,84.42522430419922,0.7296268275385951,-3.3427530609462375,0.23665176759343406,0.008642284738371017
53,False,5, Answer,83.10750579833984,0.29119541515172986,-4.040620623194696,0.022092764618718952,0.003503840144811522
54,False,5, Answer,80.99201202392578,0.37398376068507166,-3.8852299073279277,-0.1214145287760138,0.004617538833016417
55,True,5, Answer,78.2141342163086,0.0681189618829382,-3.898233880019638,-0.285595169366616,0.0008709290534938566
56,True,2, Answer,81.19376373291016,0.47172408490676193,-3.6840271771473896,-0.043279279335249055,0.0058098561172497745
57,True,5, Answer,78.55842590332031,0.3286176862539323,-3.7990628739331314,-0.44816455898412516,0.004183099170774306
58,True,2, Answer,81.23648071289062,-0.03165263178079525,-3.3615682989940296,-0.20578231622800203,0.00038963568464547773
59,False,2, Answer,87.3254623413086,1.2977341996161282,-3.745993513652974,0.30357761095971164,0.014860891254631923
60,True,2, Answer,83.4497299194336,0.5604753037293522,-3.3814529623096363,-0.23981552705704257,0.006716322560537829
61,False,2, Answer,85.55824279785156,1.1683823759619814,-4.1933762240673484,0.09777890540144782,0.013655988455970894
62,True,2, Let,84.88308715820312,-2.73464829993863,-3.6270477081067827,-2.362501850387502,0.03221664517029917
63,False,2, Answer,86.85711669921875,0.9860163792501805,-3.712447945364748,0.5099468713896841,0.011352165679912722
64,True,2, Answer,81.49784851074219,0.5773197676548325,-3.8283811454868966,-0.4065071661470645,0.007083865135139462
65,True,5," 

",139.87013244628906,-2.5821738955366467,-5.654802847763456,-1.8372660442162965,0.01846122435414416
66,False,5, Answer,84.25933837890625,0.811590191588244,-4.210887615494846,-0.02840724071530909,0.009632050372121802
67,False,2, Answer,86.68741607666016,1.02316085407111,-4.391361840660924,0.12243909832030492,0.011802876361721512
68,False,5, Answer,83.6897964477539,0.7635243983866192,-4.330722038950096,0.465805924971737,0.009123267480550774
69,False,2, Answer,86.58074188232422,0.8327320428518534,-3.6859352249401436,0.6605710909286671,0.009617982298912328
70,True,2, Let,83.70236206054688,-3.5531169903679425,-3.4982714217798883,-2.514753841686093,0.04244942320496903
71,True,2, Answer,80.63646697998047,0.2857081526776464,-3.3834128179722356,-0.3644039511647817,0.0035431630796550714
72,True,2, Answer,79.87037658691406,0.4554139121694767,-3.701038523481301,0.16635980450355553,0.005701912669377865
73,False,2, Answer,88.06475067138672,1.182852789707719,-3.7798059461097924,0.12192746852269859,0.013431625942145529
74,False,5, Answer,82.0759506225586,0.7440010988717671,-3.72776888734263,0.792604822247706,0.009064788080156233
75,True,5, Answer,77.99605560302734,0.10525637961218381,-3.9764415100519566,-0.09617642739024049,0.0013495090078371019
76,False,2, Answer,82.85250854492188,0.8469346208579431,-3.775006376367651,0.44323285654211064,0.010222196475773822
77,True,2, Let,79.92215728759766,-3.5984652127087124,-3.4155970167869354,-2.7597869391762746,0.04502462564611755
78,True,5, Answer,77.60858917236328,-0.24894678043038176,-4.114644945911597,-0.6641557095175059,0.0032077220200095054
79,False,5, Answer,85.00981903076172,0.8029310383539305,-3.773025456058022,0.29655455820208365,0.009445156424370656
80,True,5, Answer,78.52007293701172,-0.005642011416138737,-3.9563750242234423,-0.8284673573896368,7.18543832818079e-05
81,True,2, Answer,85.18494415283203,0.9242028843027141,-3.1662928506349775,0.10985618694975516,0.010849368905419461
82,True,2, Let,79.0016860961914,-3.0562087735888017,-3.4989837165770883,-2.3425761211888245,0.038685361346132964
83,False,2, Answer,83.73056030273438,0.3894451937382568,-3.9496932688837942,-0.25591019766407674,0.004651171475859258
84,True,2, Answer,79.67033386230469,0.19527649589639617,-3.442710384947965,0.15868273348080214,0.002451056578144257
85,True,5, Answer,83.33354187011719,0.4783443191781438,-3.77424844268199,-0.3089254507234819,0.005740117465823214
86,True,5, Answer,80.51081848144531,0.25014732689997166,-3.788396956139302,-0.24451993019668405,0.0031070026565101984
87,False,5, Answer,85.38385009765625,1.1482423960142534,-4.066180838944516,0.0962833537237941,0.013448004449314793
88,False,2, Answer,86.32870483398438,1.1590869055445239,-3.9370020050231114,0.691340277979946,0.013426436870241242
89,False,2, Answer,82.64178466796875,0.540237279476923,-3.8436692099890406,-0.2415032168480277,0.0065370959938339844
90,True,5, Let,82.36016845703125,-3.4086062082790045,-3.658627860070101,-2.8327497016621197,0.041386586163349046
91,True,5, Alright,73.09136962890625,-6.734469593492261,-1.5395808178015309,2.3598701551949137,0.09213768503278522
92,True,5, Alright,74.020751953125,-6.941935675740016,-1.5441177630056429,2.0381068056495906,0.09378364164858452
93,False,2, Answer,87.44782257080078,1.0493141141909879,-4.185182369077822,0.34773458850102185,0.011999316659259605
94,True,5, Answer,79.68148803710938,0.13586605116792982,-3.920154064445351,-1.021644352305921,0.001705114381203368
95,False,5, Answer,81.86328887939453,0.7329056338028215,-4.310694090407939,-0.08821138044281782,0.008952799769401922
96,True,2, Answer,80.2853012084961,0.605169907296518,-4.203533285690062,-0.5291154954092641,0.007537742254017013
97,False,5, Answer,82.57329559326172,0.2541489734458908,-4.114416569937896,-0.25280279741772266,0.0030778591507049226
98,False,2, Answer,84.82278442382812,0.550794252981097,-3.768824363018154,0.19534013116166854,0.00649347055418898
99,True,2, Answer,82.75873565673828,0.5802190867454513,-3.5918162303477263,-0.06229850030764117,0.007010970891959347
